0.2999400119976005,5000,14.997000599880025,0,223,0,Zone 0
0,0,0,0,0,0,Zone 1
0,1,0,0,1,0,Collection Zone
0.3799240151969606,5000,18.99620075984803,0.2347417840375587,425,0.9976525821596245,Zone 0
0,0,0,0,0,0,Zone 1
0,1,0,0,1,0,Collection Zone
0.4799040191961607,5000,23.995200959808038,0.46656298600311047,642,2.995334370139969,Zone 0
0,0,0,0,0,0,Zone 1
0,1,0,0,1,0,Collection Zone
0.5598880223955209,5000,27.994401119776047,0.4796163069544364,833,3.995203836930455,Zone 0
0,0,0,0,0,0,Zone 1
0,1,0,0,1,0,Collection Zone
0.6998600279944012,5000,34.99300139972006,0.6641366223908919,1053,6.993358633776091,Zone 0
0,0,0,0,0,0,Zone 1
0,1,0,0,1,0,Collection Zone
0.8232931726907631,4979,40.99176706827309,0.6269592476489028,1275,7.99373040752351,Zone 0
0,21,0,0,0,0,Zone 1
0,1,0,0,1,0,Collection Zone
0.9036144578313252,4979,44.99096385542168,0.6802721088435374,1469,9.993197278911564,Zone 0
0,21,0,0,0,0,Zone 1
0,1,0,0,1,0,Collection Zone
0.9437751004016065,4979,46.990562248995985,0.7281553398058253,1647,11.992718446601943,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
0.9437751004016065,4979,46.990562248995985,0.9204114780725501,1846,16.990795885219274,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
1.1244979919678715,4979,55.988755020080326,1.1549566891241578,2077,23.988450433108756,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
1.3855421686746987,4979,68.98614457831324,1.376936316695353,2323,31.986230636833046,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
1.6465863453815262,4979,81.98353413654618,1.5860428231562251,2521,39.98413957176844,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
1.8273092369477912,4979,90.98172690763052,1.651376146788991,2724,44.983486238532116,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
2.0883534136546187,4979,103.97911646586346,1.748371614672609,2916,50.98251628385328,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
2.3493975903614457,4979,116.97650602409638,2.002542911633821,3145,62.97997457088366,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
2.610441767068273,4979,129.9738955823293,2.2754491017964074,3339,75.97724550898204,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
3.0522088353413657,4979,151.96947791164658,2.7270171492831037,3556,96.97272982850717,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
3.3534136546184743,4979,166.96646586345383,3.3333333333333335,3749,124.96666666666667,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
3.734939759036145,4979,185.96265060240964,3.9076376554174073,3940,153.96092362344584,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
4.116465863453815,4979,204.95883534136544,4.330045706038009,4156,179.95669954293962,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
4.6787148594377514,4979,232.95321285140562,4.781514527568062,4370,208.95218485472432,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
5.1807228915662655,4979,257.94819277108434,5.204460966542751,4572,237.94795539033458,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
5.943775100401607,4979,295.940562248996,5.627076411960133,4815,270.9437292358804,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
6.566265060240964,4979,326.9343373493976,6.0654429369513165,5011,303.93934557063045,Zone 0
0,0,0,0,0,0,Zone 1
0,22,0,0,1,0,Collection Zone
